sku,produto,quantidade_vendida,primeiro_nome,sobrenome,data,loja,preco_unitario,faturamento,dia,mes_num,mes,ano,semana,nome_completo
HL8851,Notebook,4,Rebeca,Reis,2018-12-28,São Paulo,3500.0,14000.0,28,12,Dez,2018,Sex,Rebeca Reis
HL1918,iPhone,3,Luiza,Johnson,2018-10-31,São Paulo,5300.0,15900.0,31,10,Out,2018,Qua,Luiza Johnson
HL4379,Televisão,5,Carolina,Figueiredo,2018-11-12,São Paulo,2500.0,12500.0,12,11,Nov,2018,Seg,Carolina Figueiredo
HL1918,iPhone,2,Luiza,Farias,2018-02-07,São Paulo,5300.0,10600.0,7,2,Fev,2018,Qua,Luiza Farias
HL1918,iPhone,4,Marcela,Medeiros,2018-09-19,São Paulo,5300.0,21200.0,19,9,Set,2018,Qua,Marcela Medeiros
HL7348,SmartWatch,4,Gabrielle,Wanderley,2018-07-14,São Paulo,1400.0,5600.0,14,7,Jul,2018,Sáb,Gabrielle Wanderley
HL8851,Notebook,2,Marcela,Medeiros,2018-07-15,São Paulo,3500.0,7000.0,15,7,Jul,2018,Dom,Marcela Medeiros
HL1918,iPhone,3,Paula,Calbucci,2018-09-19,São Paulo,5300.0,15900.0,19,9,Set,2018,Qua,Paula Calbucci
HL1918,iPhone,2,Rodrigo,Mendes,2018-02-05,São Paulo,5300.0,10600.0,5,2,Fev,2018,Seg,Rodrigo Mendes
HL1148,Câmera,5,Marcela,Gasperi,2018-10-09,São Paulo,2100.0,10500.0,9,10,Out,2018,Ter,Marcela Gasperi
HL1918,iPhone,1,Sthefeson,Kohn,2018-03-09,São Paulo,5300.0,5300.0,9,3,Mar,2018,Sex,Sthefeson Kohn
HL1918,iPhone,5,Juan,Fernandes,2018-12-21,São Paulo,5300.0,26500.0,21,12,Dez,2018,Sex,Juan Fernandes
HL2714,Tablet,3,Ana,Leite,2018-11-28,São Paulo,1600.0,4800.0,28,11,Nov,2018,Qua,Ana Leite
HL9962,Android,3,Julia,Leig,2018-04-08,São Paulo,3400.0,10200.0,8,4,Abr,2018,Dom,Julia Leig
HL9962,Android,3,Matheus,Ramos,2018-11-03,São Paulo,3400.0,10200.0,3,11,Nov,2018,Sáb,Matheus Ramos
HL8851,Notebook,5,Diego,Barros,2018-12-25,São Paulo,3500.0,17500.0,25,12,Dez,2018,Ter,Diego Barros
HL2714,Tablet,1,Sandy,Moreira,2018-03-19,São Paulo,1600.0,1600.0,19,3,Mar,2018,Seg,Sandy Moreira
HL7348,SmartWatch,2,Thayane,Resende,2018-08-15,São Paulo,1400.0,2800.0,15,8,Ago,2018,Qua,Thayane Resende
HL1148,Câmera,5,Jorge,Carvalho,2018-02-27,São Paulo,2100.0,10500.0,27,2,Fev,2018,Ter,Jorge Carvalho
HL4379,Televisão,5,Rafael,Ramos,2018-07-26,São Paulo,2500.0,12500.0,26,7,Jul,2018,Qui,Rafael Ramos
HL1148,Câmera,1,Débora,Lopes,2018-06-21,São Paulo,2100.0,2100.0,21,6,Jun,2018,Qui,Débora Lopes
HL9962,Android,2,Andressa,Rotsztejn,2018-12-05,São Paulo,3400.0,6800.0,5,12,Dez,2018,Qua,Andressa Rotsztejn
HL1148,Câmera,1,Cézar,Santos,2018-01-22,São Paulo,2100.0,2100.0,22,1,Jan,2018,Seg,Cézar Santos
HL7348,SmartWatch,3,Jônatas,Tanaka,2018-11-14,São Paulo,1400.0,4200.0,14,11,Nov,2018,Qua,Jônatas Tanaka
HL9962,Android,1,Dykson,Silva,2018-01-08,São Paulo,3400.0,3400.0,8,1,Jan,2018,Seg,Dykson Silva
HL1918,iPhone,1,Victor,Oliveira,2018-10-17,São Paulo,5300.0,5300.0,17,10,Out,2018,Qua,Victor Oliveira
HL4379,Televisão,4,Ives,Barbosa,2018-04-02,São Paulo,2500.0,10000.0,2,4,Abr,2018,Seg,Ives Barbosa
HL1918,iPhone,3,Diogo,Ressurreição,2018-04-19,São Paulo,5300.0,15900.0,19,4,Abr,2018,Qui,Diogo Ressurreição
HL1148,Câmera,3,Cláudio,Aragão,2018-10-12,São Paulo,2100.0,6300.0,12,10,Out,2018,Sex,Cláudio Aragão
HL7348,SmartWatch,5,Felipe,Cavalcanti,2018-03-01,São Paulo,1400.0,7000.0,1,3,Mar,2018,Qui,Felipe Cavalcanti
HL9962,Android,1,Andre,Nóbrega,2018-03-24,São Paulo,3400.0,3400.0,24,3,Mar,2018,Sáb,Andre Nóbrega
HL1918,iPhone,2,Rodrigo,Silva,2018-09-19,São Paulo,5300.0,10600.0,19,9,Set,2018,Qua,Rodrigo Silva
HL4379,Televisão,5,Roberta,Pimenta,2018-11-25,São Paulo,2500.0,12500.0,25,11,Nov,2018,Dom,Roberta Pimenta
HL9962,Android,3,Lucas,Machado,2018-03-06,São Paulo,3400.0,10200.0,6,3,Mar,2018,Ter,Lucas Machado
HL4379,Televisão,4,Lívia,Tanaka,2018-11-28,São Paulo,2500.0,10000.0,28,11,Nov,2018,Qua,Lívia Tanaka
HL1918,iPhone,5,Clara,Silveira,2018-12-03,São Paulo,5300.0,26500.0,3,12,Dez,2018,Seg,Clara Silveira
HL7348,SmartWatch,4,Stephanie,Gonçalves,2018-04-21,São Paulo,1400.0,5600.0,21,4,Abr,2018,Sáb,Stephanie Gonçalves
HL8851,Notebook,4,Raíza,Lopes,2018-03-25,São Paulo,3500.0,14000.0,25,3,Mar,2018,Dom,Raíza Lopes
HL1918,iPhone,4,Victor,Oliveira,2018-08-08,São Paulo,5300.0,21200.0,8,8,Ago,2018,Qua,Victor Oliveira
HL1918,iPhone,5,Carlos,Barbosa,2018-01-28,São Paulo,5300.0,26500.0,28,1,Jan,2018,Dom,Carlos Barbosa
HL4379,Televisão,1,Natalia,Accioly,2018-07-20,São Paulo,2500.0,2500.0,20,7,Jul,2018,Sex,Natalia Accioly
HL4379,Televisão,4,Lucas,Almeida,2018-02-06,São Paulo,2500.0,10000.0,6,2,Fev,2018,Ter,Lucas Almeida
HL1148,Câmera,3,Luíza,Goulart,2018-10-09,São Paulo,2100.0,6300.0,9,10,Out,2018,Ter,Luíza Goulart
HL7348,SmartWatch,3,Victor,Zakhm,2018-05-28,São Paulo,1400.0,4200.0,28,5,Mai,2018,Seg,Victor Zakhm
HL1148,Câmera,3,Raissa,Pinheiro,2018-09-01,São Paulo,2100.0,6300.0,1,9,Set,2018,Sáb,Raissa Pinheiro
HL4379,Televisão,1,Guilherme,Barbosa,2018-01-11,São Paulo,2500.0,2500.0,11,1,Jan,2018,Qui,Guilherme Barbosa
HL1918,iPhone,5,Vitor,Boccaletti,2018-01-27,São Paulo,5300.0,26500.0,27,1,Jan,2018,Sáb,Vitor Boccaletti
HL7348,SmartWatch,2,Stefan,Nunes,2018-06-18,São Paulo,1400.0,2800.0,18,6,Jun,2018,Seg,Stefan Nunes
HL4379,Televisão,3,Daniela,Pereira,2018-06-02,São Paulo,2500.0,7500.0,2,6,Jun,2018,Sáb,Daniela Pereira
HL9962,Android,2,Thays,Castro,2018-11-20,São Paulo,3400.0,6800.0,20,11,Nov,2018,Ter,Thays Castro
HL1918,iPhone,4,Felipe,Mello,2018-10-16,São Paulo,5300.0,21200.0,16,10,Out,2018,Ter,Felipe Mello
HL1148,Câmera,4,Daniel,Araujo,2018-12-12,São Paulo,2100.0,8400.0,12,12,Dez,2018,Qua,Daniel Araujo
HL1918,iPhone,5,Pedro,Conceição,2018-02-18,São Paulo,5300.0,26500.0,18,2,Fev,2018,Dom,Pedro Conceição
HL4379,Televisão,2,Letícia,Leal,2018-11-25,São Paulo,2500.0,5000.0,25,11,Nov,2018,Dom,Letícia Leal
HL8851,Notebook,4,Bernardo,Soares,2018-11-30,São Paulo,3500.0,14000.0,30,11,Nov,2018,Sex,Bernardo Soares
HL8851,Notebook,2,Thales,Andrade,2018-11-19,São Paulo,3500.0,7000.0,19,11,Nov,2018,Seg,Thales Andrade
HL1918,iPhone,1,Arthur,Rocha,2018-02-23,São Paulo,5300.0,5300.0,23,2,Fev,2018,Sex,Arthur Rocha
HL7348,SmartWatch,4,Guilherme,Santos,2018-02-23,São Paulo,1400.0,5600.0,23,2,Fev,2018,Sex,Guilherme Santos
HL7348,SmartWatch,1,Rodrigo,Feijo,2018-12-26,São Paulo,1400.0,1400.0,26,12,Dez,2018,Qua,Rodrigo Feijo
HL4379,Televisão,3,Rodrigo,Ramos,2018-10-08,São Paulo,2500.0,7500.0,8,10,Out,2018,Seg,Rodrigo Ramos
HL1918,iPhone,2,Livia,Cozendey,2018-12-04,São Paulo,5300.0,10600.0,4,12,Dez,2018,Ter,Livia Cozendey
HL4379,Televisão,2,João,Abraçado,2018-04-24,São Paulo,2500.0,5000.0,24,4,Abr,2018,Ter,João Abraçado
HL7348,SmartWatch,4,Maria,Moita,2018-07-07,São Paulo,1400.0,5600.0,7,7,Jul,2018,Sáb,Maria Moita
HL2714,Tablet,4,Rafaela,Rodrigues,2018-07-21,São Paulo,1600.0,6400.0,21,7,Jul,2018,Sáb,Rafaela Rodrigues
HL7348,SmartWatch,1,Amanda,Procaci,2018-10-10,São Paulo,1400.0,1400.0,10,10,Out,2018,Qua,Amanda Procaci
HL7348,SmartWatch,2,Hanna,Fonseca,2018-07-14,São Paulo,1400.0,2800.0,14,7,Jul,2018,Sáb,Hanna Fonseca
HL8851,Notebook,4,Thainá,Binello,2018-02-26,São Paulo,3500.0,14000.0,26,2,Fev,2018,Seg,Thainá Binello
HL4379,Televisão,2,Daniela,Rosa,2018-06-10,São Paulo,2500.0,5000.0,10,6,Jun,2018,Dom,Daniela Rosa
HL2714,Tablet,5,Pedro,Santana,2018-12-11,São Paulo,1600.0,8000.0,11,12,Dez,2018,Ter,Pedro Santana
HL1918,iPhone,5,Marcelo,Guadagnino,2018-11-17,São Paulo,5300.0,26500.0,17,11,Nov,2018,Sáb,Marcelo Guadagnino
HL2714,Tablet,4,Carlos,Barbosa,2018-09-12,São Paulo,1600.0,6400.0,12,9,Set,2018,Qua,Carlos Barbosa
HL9962,Android,5,Breno,Godoy,2018-11-07,São Paulo,3400.0,17000.0,7,11,Nov,2018,Qua,Breno Godoy
HL1148,Câmera,5,Erick,Soares,2018-08-14,São Paulo,2100.0,10500.0,14,8,Ago,2018,Ter,Erick Soares
HL4379,Televisão,5,Eduardo,Soares,2018-01-16,São Paulo,2500.0,12500.0,16,1,Jan,2018,Ter,Eduardo Soares
HL1918,iPhone,3,Joao,Silva,2018-06-08,São Paulo,5300.0,15900.0,8,6,Jun,2018,Sex,Joao Silva
HL2714,Tablet,4,Alon,Pestana,2018-03-16,São Paulo,1600.0,6400.0,16,3,Mar,2018,Sex,Alon Pestana
HL1918,iPhone,2,Victor,Oliveira,2018-12-28,São Paulo,5300.0,10600.0,28,12,Dez,2018,Sex,Victor Oliveira
HL1918,iPhone,5,Vittorio,Freitas,2018-06-03,São Paulo,5300.0,26500.0,3,6,Jun,2018,Dom,Vittorio Freitas
HL1918,iPhone,3,Ana,Gomes,2018-01-02,São Paulo,5300.0,15900.0,2,1,Jan,2018,Ter,Ana Gomes
HL2714,Tablet,2,Camille,Silva,2018-11-12,São Paulo,1600.0,3200.0,12,11,Nov,2018,Seg,Camille Silva
HL4379,Televisão,1,Jônatas,Soares,2018-09-17,São Paulo,2500.0,2500.0,17,9,Set,2018,Seg,Jônatas Soares
HL1918,iPhone,2,Helena,Chafin,2018-01-04,São Paulo,5300.0,10600.0,4,1,Jan,2018,Qui,Helena Chafin
HL1918,iPhone,3,Victor,Soares,2018-01-28,São Paulo,5300.0,15900.0,28,1,Jan,2018,Dom,Victor Soares
HL4379,Televisão,5,Eric,Júnior,2018-06-19,São Paulo,2500.0,12500.0,19,6,Jun,2018,Ter,Eric Júnior
HL1918,iPhone,4,Pedro,Oliveira,2018-05-24,São Paulo,5300.0,21200.0,24,5,Mai,2018,Qui,Pedro Oliveira
HL2714,Tablet,2,Lívia,Tanaka,2018-04-03,São Paulo,1600.0,3200.0,3,4,Abr,2018,Ter,Lívia Tanaka
HL4379,Televisão,5,Lenon,Fernandes,2018-04-08,São Paulo,2500.0,12500.0,8,4,Abr,2018,Dom,Lenon Fernandes
HL7348,SmartWatch,5,Isabella,Scalabrin,2018-05-17,São Paulo,1400.0,7000.0,17,5,Mai,2018,Qui,Isabella Scalabrin
HL1918,iPhone,5,Pedro,Oliveira,2018-02-13,São Paulo,5300.0,26500.0,13,2,Fev,2018,Ter,Pedro Oliveira
HL1148,Câmera,5,Rodrigo,Silva,2018-08-14,São Paulo,2100.0,10500.0,14,8,Ago,2018,Ter,Rodrigo Silva
HL1918,iPhone,2,Giovanna,Santos,2018-04-11,São Paulo,5300.0,10600.0,11,4,Abr,2018,Qua,Giovanna Santos
HL8851,Notebook,2,Sthefeson,Kohn,2018-02-18,São Paulo,3500.0,7000.0,18,2,Fev,2018,Dom,Sthefeson Kohn
HL8851,Notebook,2,Breno,Godoy,2018-11-07,São Paulo,3500.0,7000.0,7,11,Nov,2018,Qua,Breno Godoy
HL1918,iPhone,4,Priscila,Garcia,2018-04-17,São Paulo,5300.0,21200.0,17,4,Abr,2018,Ter,Priscila Garcia
HL1148,Câmera,3,Marina,Perdomo,2018-04-10,São Paulo,2100.0,6300.0,10,4,Abr,2018,Ter,Marina Perdomo
HL9962,Android,1,Jorge,Carvalho,2018-12-23,São Paulo,3400.0,3400.0,23,12,Dez,2018,Dom,Jorge Carvalho
HL7348,SmartWatch,1,Tainah,Nogueira,2018-12-05,São Paulo,1400.0,1400.0,5,12,Dez,2018,Qua,Tainah Nogueira
HL8851,Notebook,4,Luíza,Melo,2018-07-12,São Paulo,3500.0,14000.0,12,7,Jul,2018,Qui,Luíza Melo
HL8851,Notebook,4,Rafaela,Rodrigues,2018-03-09,São Paulo,3500.0,14000.0,9,3,Mar,2018,Sex,Rafaela Rodrigues
HL1918,iPhone,5,Thayna,Martins,2018-07-02,São Paulo,5300.0,26500.0,2,7,Jul,2018,Seg,Thayna Martins
HL1148,Câmera,1,Gabriel,Azevedo,2018-03-03,São Paulo,2100.0,2100.0,3,3,Mar,2018,Sáb,Gabriel Azevedo
HL2714,Tablet,2,Caio,Cardoso,2018-05-15,São Paulo,1600.0,3200.0,15,5,Mai,2018,Ter,Caio Cardoso
HL8851,Notebook,1,Ylana,Teraoka,2018-04-11,São Paulo,3500.0,3500.0,11,4,Abr,2018,Qua,Ylana Teraoka
HL4379,Televisão,5,Mariana,Miranda,2018-08-14,São Paulo,2500.0,12500.0,14,8,Ago,2018,Ter,Mariana Miranda
HL1918,iPhone,5,Roger,Rosa,2018-03-15,São Paulo,5300.0,26500.0,15,3,Mar,2018,Qui,Roger Rosa
HL4379,Televisão,2,Anna,Silva,2018-10-11,São Paulo,2500.0,5000.0,11,10,Out,2018,Qui,Anna Silva
HL1918,iPhone,1,Victor,Lira,2018-07-07,São Paulo,5300.0,5300.0,7,7,Jul,2018,Sáb,Victor Lira
HL4379,Televisão,2,Matheus,Gomes,2018-10-14,São Paulo,2500.0,5000.0,14,10,Out,2018,Dom,Matheus Gomes
HL4379,Televisão,2,Giovanna,Santos,2018-08-03,São Paulo,2500.0,5000.0,3,8,Ago,2018,Sex,Giovanna Santos
HL8851,Notebook,1,Isabelle,Gonçalves,2018-04-28,São Paulo,3500.0,3500.0,28,4,Abr,2018,Sáb,Isabelle Gonçalves
HL1918,iPhone,4,Maria,Gasperi,2018-02-09,São Paulo,5300.0,21200.0,9,2,Fev,2018,Sex,Maria Gasperi
HL2714,Tablet,1,Wen,Braga,2018-09-16,São Paulo,1600.0,1600.0,16,9,Set,2018,Dom,Wen Braga
HL9962,Android,3,Pedro,Santos,2018-10-18,São Paulo,3400.0,10200.0,18,10,Out,2018,Qui,Pedro Santos
HL1918,iPhone,4,Luiz,Conceição,2018-02-06,São Paulo,5300.0,21200.0,6,2,Fev,2018,Ter,Luiz Conceição
HL4379,Televisão,5,Pedro,Cardoso,2018-01-17,São Paulo,2500.0,12500.0,17,1,Jan,2018,Qua,Pedro Cardoso
HL1918,iPhone,5,Eduardo,Soares,2018-09-05,São Paulo,5300.0,26500.0,5,9,Set,2018,Qua,Eduardo Soares
HL1918,iPhone,4,Diego,Marchesi,2018-03-25,São Paulo,5300.0,21200.0,25,3,Mar,2018,Dom,Diego Marchesi
HL1918,iPhone,5,Daniel,Nauenberg,2018-07-08,São Paulo,5300.0,26500.0,8,7,Jul,2018,Dom,Daniel Nauenberg
HL4379,Televisão,3,Maria,Motta,2018-06-20,São Paulo,2500.0,7500.0,20,6,Jun,2018,Qua,Maria Motta
HL9962,Android,1,Silvio,Provenzano,2018-12-21,São Paulo,3400.0,3400.0,21,12,Dez,2018,Sex,Silvio Provenzano
HL1148,Câmera,1,Caio,Moraes,2018-01-03,São Paulo,2100.0,2100.0,3,1,Jan,2018,Qua,Caio Moraes
HL8851,Notebook,1,Tainah,Nogueira,2018-04-03,São Paulo,3500.0,3500.0,3,4,Abr,2018,Ter,Tainah Nogueira
HL1918,iPhone,3,Caio,Vianna,2018-09-03,São Paulo,5300.0,15900.0,3,9,Set,2018,Seg,Caio Vianna
HL1918,iPhone,2,João,Luz,2018-07-22,São Paulo,5300.0,10600.0,22,7,Jul,2018,Dom,João Luz
HL1918,iPhone,3,Bianca,Allevato,2018-10-22,São Paulo,5300.0,15900.0,22,10,Out,2018,Seg,Bianca Allevato
HL1148,Câmera,3,Thales,Fanara,2018-08-28,São Paulo,2100.0,6300.0,28,8,Ago,2018,Ter,Thales Fanara
HL2714,Tablet,3,Carlos,Azevedo,2018-04-01,São Paulo,1600.0,4800.0,1,4,Abr,2018,Dom,Carlos Azevedo
HL1918,iPhone,5,Jeferson,Costa,2018-03-28,São Paulo,5300.0,26500.0,28,3,Mar,2018,Qua,Jeferson Costa
HL1918,iPhone,5,Chan,Santos,2018-06-20,São Paulo,5300.0,26500.0,20,6,Jun,2018,Qua,Chan Santos
HL1918,iPhone,5,Raphael,Guedes,2018-07-26,São Paulo,5300.0,26500.0,26,7,Jul,2018,Qui,Raphael Guedes
HL8851,Notebook,5,Carolina,Brum,2018-03-05,São Paulo,3500.0,17500.0,5,3,Mar,2018,Seg,Carolina Brum
HL7348,SmartWatch,4,Eric,Carvalho,2018-10-16,São Paulo,1400.0,5600.0,16,10,Out,2018,Ter,Eric Carvalho
HL2714,Tablet,4,Guilherme,Castilho,2018-12-09,São Paulo,1600.0,6400.0,9,12,Dez,2018,Dom,Guilherme Castilho
HL9962,Android,4,Gustavo,Guimarães,2018-10-16,São Paulo,3400.0,13600.0,16,10,Out,2018,Ter,Gustavo Guimarães
HL1918,iPhone,5,Sylvio,Bernhardt,2018-12-19,São Paulo,5300.0,26500.0,19,12,Dez,2018,Qua,Sylvio Bernhardt
HL1918,iPhone,4,Cícero,Ramos,2018-12-24,São Paulo,5300.0,21200.0,24,12,Dez,2018,Seg,Cícero Ramos
HL4379,Televisão,2,Diego,Marchesi,2018-09-30,São Paulo,2500.0,5000.0,30,9,Set,2018,Dom,Diego Marchesi
HL2714,Tablet,1,Felipe,Mendonça,2018-02-28,São Paulo,1600.0,1600.0,28,2,Fev,2018,Qua,Felipe Mendonça
HL8851,Notebook,5,Marcela,Gasperi,2018-06-16,São Paulo,3500.0,17500.0,16,6,Jun,2018,Sáb,Marcela Gasperi
HL4379,Televisão,3,Sandy,Figueiredo,2018-12-06,São Paulo,2500.0,7500.0,6,12,Dez,2018,Qui,Sandy Figueiredo
HL1148,Câmera,2,Carla,Zakhm,2018-09-01,São Paulo,2100.0,4200.0,1,9,Set,2018,Sáb,Carla Zakhm
HL1148,Câmera,2,Luã,Sá,2018-01-31,São Paulo,2100.0,4200.0,31,1,Jan,2018,Qua,Luã Sá
HL1148,Câmera,4,Vanessa,Rodrigues,2018-08-13,São Paulo,2100.0,8400.0,13,8,Ago,2018,Seg,Vanessa Rodrigues
HL1918,iPhone,2,Catarina,Teixeira,2018-07-27,São Paulo,5300.0,10600.0,27,7,Jul,2018,Sex,Catarina Teixeira
HL1918,iPhone,5,Daniel,Ortiz,2018-01-07,São Paulo,5300.0,26500.0,7,1,Jan,2018,Dom,Daniel Ortiz
HL1918,iPhone,4,Caio,Vianna,2018-12-16,São Paulo,5300.0,21200.0,16,12,Dez,2018,Dom,Caio Vianna
HL9962,Android,1,Andre,Sampaio,2018-03-30,São Paulo,3400.0,3400.0,30,3,Mar,2018,Sex,Andre Sampaio
HL7348,SmartWatch,1,Breno,Godoy,2018-03-04,São Paulo,1400.0,1400.0,4,3,Mar,2018,Dom,Breno Godoy
HL8851,Notebook,2,Daniel,Terra,2018-10-09,São Paulo,3500.0,7000.0,9,10,Out,2018,Ter,Daniel Terra
HL7348,SmartWatch,1,Bruno,Oliveira,2018-05-16,São Paulo,1400.0,1400.0,16,5,Mai,2018,Qua,Bruno Oliveira
HL1918,iPhone,2,André,Alves,2018-08-15,São Paulo,5300.0,10600.0,15,8,Ago,2018,Qua,André Alves
HL2714,Tablet,2,Rebeca,Manhães,2018-04-03,São Paulo,1600.0,3200.0,3,4,Abr,2018,Ter,Rebeca Manhães
HL4379,Televisão,4,Thaís,Moura,2018-12-01,São Paulo,2500.0,10000.0,1,12,Dez,2018,Sáb,Thaís Moura
HL2714,Tablet,4,Bernardo,Botelho,2018-03-21,São Paulo,1600.0,6400.0,21,3,Mar,2018,Qua,Bernardo Botelho
HL8851,Notebook,2,Antônio,Soares,2018-09-20,São Paulo,3500.0,7000.0,20,9,Set,2018,Qui,Antônio Soares
HL8851,Notebook,1,Diego,Barros,2018-10-30,São Paulo,3500.0,3500.0,30,10,Out,2018,Ter,Diego Barros
HL4379,Televisão,1,Adriana,Carneiro,2018-09-11,São Paulo,2500.0,2500.0,11,9,Set,2018,Ter,Adriana Carneiro
HL1918,iPhone,1,Bruna,Ramos,2018-03-20,São Paulo,5300.0,5300.0,20,3,Mar,2018,Ter,Bruna Ramos
HL2714,Tablet,4,Vitor,Arruda,2018-12-30,São Paulo,1600.0,6400.0,30,12,Dez,2018,Dom,Vitor Arruda
HL1918,iPhone,5,Rodrigo,Ramos,2018-11-25,São Paulo,5300.0,26500.0,25,11,Nov,2018,Dom,Rodrigo Ramos
HL2714,Tablet,3,Diego,Barros,2018-06-10,São Paulo,1600.0,4800.0,10,6,Jun,2018,Dom,Diego Barros
HL7348,SmartWatch,5,Hanna,Fonseca,2018-12-31,São Paulo,1400.0,7000.0,31,12,Dez,2018,Seg,Hanna Fonseca
HL8851,Notebook,1,Raphael,Filho,2018-11-23,São Paulo,3500.0,3500.0,23,11,Nov,2018,Sex,Raphael Filho
HL9962,Android,5,Bruno,Souza,2018-10-08,São Paulo,3400.0,17000.0,8,10,Out,2018,Seg,Bruno Souza
HL8851,Notebook,2,Beatriz,Cavalcanti,2018-09-11,São Paulo,3500.0,7000.0,11,9,Set,2018,Ter,Beatriz Cavalcanti
HL4379,Televisão,1,David,Assumpção,2018-12-26,São Paulo,2500.0,2500.0,26,12,Dez,2018,Qua,David Assumpção
HL1918,iPhone,4,Lucas,Araújo,2018-09-12,São Paulo,5300.0,21200.0,12,9,Set,2018,Qua,Lucas Araújo
HL8851,Notebook,2,Gustavo,Gomes,2018-11-04,São Paulo,3500.0,7000.0,4,11,Nov,2018,Dom,Gustavo Gomes
HL1918,iPhone,2,Rafael,Guimarães,2018-05-02,São Paulo,5300.0,10600.0,2,5,Mai,2018,Qua,Rafael Guimarães
HL4379,Televisão,3,Lívia,Tanaka,2018-11-07,São Paulo,2500.0,7500.0,7,11,Nov,2018,Qua,Lívia Tanaka
HL7348,SmartWatch,1,Lucas,Freire,2018-11-03,São Paulo,1400.0,1400.0,3,11,Nov,2018,Sáb,Lucas Freire
HL9962,Android,4,Livia,Cozendey,2018-04-29,São Paulo,3400.0,13600.0,29,4,Abr,2018,Dom,Livia Cozendey
HL1918,iPhone,1,Lucas,Araújo,2018-04-14,São Paulo,5300.0,5300.0,14,4,Abr,2018,Sáb,Lucas Araújo
HL1148,Câmera,3,Lenon,Fernandes,2018-03-27,São Paulo,2100.0,6300.0,27,3,Mar,2018,Ter,Lenon Fernandes
HL1918,iPhone,3,Juliana,Hollander,2018-05-17,São Paulo,5300.0,15900.0,17,5,Mai,2018,Qui,Juliana Hollander
HL1918,iPhone,4,Thaís,Moura,2018-10-09,São Paulo,5300.0,21200.0,9,10,Out,2018,Ter,Thaís Moura
HL1918,iPhone,3,Bruna,Franco,2018-07-30,São Paulo,5300.0,15900.0,30,7,Jul,2018,Seg,Bruna Franco
HL8851,Notebook,4,Luiz,Xavier,2018-11-06,São Paulo,3500.0,14000.0,6,11,Nov,2018,Ter,Luiz Xavier
HL4379,Televisão,1,Gabrielle,Silva,2018-04-29,São Paulo,2500.0,2500.0,29,4,Abr,2018,Dom,Gabrielle Silva
HL9962,Android,2,Gustavo,Thome,2018-01-27,São Paulo,3400.0,6800.0,27,1,Jan,2018,Sáb,Gustavo Thome
HL9962,Android,3,Lucas,Freitas,2018-09-06,São Paulo,3400.0,10200.0,6,9,Set,2018,Qui,Lucas Freitas
HL1918,iPhone,2,Stephanie,Novak,2018-09-27,São Paulo,5300.0,10600.0,27,9,Set,2018,Qui,Stephanie Novak
HL1918,iPhone,4,Matheus,Gomes,2018-10-16,São Paulo,5300.0,21200.0,16,10,Out,2018,Ter,Matheus Gomes
HL9962,Android,2,Gabriella,Sagrillo,2018-10-19,São Paulo,3400.0,6800.0,19,10,Out,2018,Sex,Gabriella Sagrillo
HL1918,iPhone,3,Julia,Aliani,2018-11-12,São Paulo,5300.0,15900.0,12,11,Nov,2018,Seg,Julia Aliani
HL8851,Notebook,3,Bruno,Barcessat,2018-12-31,São Paulo,3500.0,10500.0,31,12,Dez,2018,Seg,Bruno Barcessat
HL4379,Televisão,5,Julie,Ferreira,2018-06-21,São Paulo,2500.0,12500.0,21,6,Jun,2018,Qui,Julie Ferreira
HL4379,Televisão,4,Audir,Franco,2018-08-23,São Paulo,2500.0,10000.0,23,8,Ago,2018,Qui,Audir Franco
HL1918,iPhone,4,Bárbara,Cavalcante,2018-02-02,São Paulo,5300.0,21200.0,2,2,Fev,2018,Sex,Bárbara Cavalcante
HL1148,Câmera,3,Rafaela,Ferreira,2018-12-28,São Paulo,2100.0,6300.0,28,12,Dez,2018,Sex,Rafaela Ferreira
HL1148,Câmera,4,Fernanda,Junior,2018-03-20,São Paulo,2100.0,8400.0,20,3,Mar,2018,Ter,Fernanda Junior
HL1918,iPhone,5,Gustavo,Guimarães,2018-12-13,São Paulo,5300.0,26500.0,13,12,Dez,2018,Qui,Gustavo Guimarães
HL9962,Android,4,Victor,Ferreira,2018-12-16,São Paulo,3400.0,13600.0,16,12,Dez,2018,Dom,Victor Ferreira
HL8851,Notebook,3,Mariane,Racy,2018-09-17,São Paulo,3500.0,10500.0,17,9,Set,2018,Seg,Mariane Racy
HL7348,SmartWatch,2,Sthefeson,Kohn,2018-01-25,São Paulo,1400.0,2800.0,25,1,Jan,2018,Qui,Sthefeson Kohn
HL4379,Televisão,2,Pedro,Cardoso,2018-08-08,São Paulo,2500.0,5000.0,8,8,Ago,2018,Qua,Pedro Cardoso
HL1918,iPhone,3,João,Silva,2018-09-01,São Paulo,5300.0,15900.0,1,9,Set,2018,Sáb,João Silva
HL4379,Televisão,2,Beatriz,Almeida,2018-06-22,São Paulo,2500.0,5000.0,22,6,Jun,2018,Sex,Beatriz Almeida
HL2714,Tablet,3,Milena,Almeida,2018-09-01,São Paulo,1600.0,4800.0,1,9,Set,2018,Sáb,Milena Almeida
HL1918,iPhone,2,Alessandra,Martins,2018-06-07,São Paulo,5300.0,10600.0,7,6,Jun,2018,Qui,Alessandra Martins
HL1148,Câmera,1,Lorena,Kohn,2018-04-01,São Paulo,2100.0,2100.0,1,4,Abr,2018,Dom,Lorena Kohn
